url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,129,48
/Suncuss/BirdNET-PiPy/issues,57,15
/Suncuss/BirdNET-PiPy/issues/59,33,10
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,16,9
/Suncuss/BirdNET-PiPy/graphs/traffic,14,1
/Suncuss/BirdNET-PiPy/discussions,12,6
/Suncuss/BirdNET-PiPy/pulse,11,2
/Suncuss/BirdNET-PiPy/tree/staging,9,1
/Suncuss/BirdNET-PiPy/releases,8,5
/Suncuss/BirdNET-PiPy/issues/54,7,4
