url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,50,23
/Suncuss/BirdNET-PiPy/issues,11,4
/Suncuss/BirdNET-PiPy/discussions,10,4
/Suncuss/BirdNET-PiPy/graphs/traffic,7,1
/Suncuss/BirdNET-PiPy/pulse,6,2
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,3,3
/Suncuss/BirdNET-PiPy/discussions/65,3,1
/Suncuss/BirdNET-PiPy/pulls,2,2
/Suncuss/BirdNET-PiPy/releases,2,2
/Suncuss/BirdNet-PiPy,2,2
