url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,95,36
/Suncuss/BirdNET-PiPy/issues,34,11
/Suncuss/BirdNET-PiPy/issues/61,9,4
/Suncuss/BirdNET-PiPy/discussions,8,7
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,7,5
/Suncuss/BirdNET-PiPy/graphs/traffic,7,1
/Suncuss/BirdNET-PiPy/pulse,7,1
/Suncuss/BirdNET-PiPy/commits/main,6,3
/Suncuss/BirdNET-PiPy/blob/main/deployment/README.md,5,3
/Suncuss/BirdNET-PiPy/tags,5,3
