url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,197,53
/Suncuss/BirdNET-PiPy/issues,141,18
/Suncuss/BirdNET-PiPy/discussions,40,8
/Suncuss/BirdNET-PiPy/issues/33,37,7
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,32,15
/Suncuss/BirdNET-PiPy/pulls,27,3
/Suncuss/BirdNET-PiPy/blob/main/deployment/README.md,22,8
/Suncuss/BirdNET-PiPy/issues/29,20,3
/Suncuss/BirdNET-PiPy/discussions/categories/q-a,19,2
/Suncuss/BirdNET-PiPy/issues/25,16,4
