url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,90,30
/Suncuss/BirdNET-PiPy/issues,52,8
/Suncuss/BirdNET-PiPy/discussions,36,5
/Suncuss/BirdNET-PiPy/discussions/2,24,3
/Suncuss/BirdNET-PiPy/issues/57,19,3
/Suncuss/BirdNET-PiPy/issues/56,17,4
/Suncuss/BirdNET-PiPy/issues/54,14,4
/Suncuss/BirdNET-PiPy/discussions/51,14,3
/Suncuss/BirdNET-PiPy/tree/main,12,4
/Suncuss/BirdNET-PiPy/discussions/58,11,4
