url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,189,52
/Suncuss/BirdNET-PiPy/issues,60,7
/Suncuss/BirdNET-PiPy/discussions,28,5
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,23,9
/Suncuss/BirdNET-PiPy/issues/24,18,3
/Suncuss/BirdNET-PiPy/tree/main/backend,14,6
/Suncuss/BirdNET-PiPy/discussions/23,14,2
/Suncuss/BirdNET-PiPy/tree/main,11,5
/Suncuss/BirdNET-PiPy/pulls,11,3
/Suncuss/BirdNET-PiPy/blob/staging/CHANGELOG.md,9,1
