url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,85,40
/Suncuss/BirdNET-PiPy/issues,26,10
/Suncuss/BirdNET-PiPy/discussions,10,6
/Suncuss/BirdNET-PiPy/issues/54,8,3
/Suncuss/BirdNET-PiPy/graphs/traffic,8,1
/Suncuss/BirdNET-PiPy/pulse,6,1
/Suncuss/BirdNET-PiPy/discussions/23,5,1
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,4,4
/Suncuss/BirdNET-PiPy/blob/main/deployment/README.md,4,3
/Suncuss/BirdNET-PiPy/issues/46,3,3
