url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,172,52
/Suncuss/BirdNET-PiPy/issues,36,8
/Suncuss/BirdNET-PiPy/graphs/traffic,25,1
/Suncuss/BirdNET-PiPy/pulse,24,2
/Suncuss/BirdNET-PiPy/pulls,21,2
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,13,11
/Suncuss/BirdNET-PiPy/pull/42,10,2
/Suncuss/BirdNET-PiPy/releases,9,5
/Suncuss/BirdNET-PiPy/blob/main/docs/interface_demo.webp,8,8
/Suncuss/BirdNET-PiPy/issues/5,8,4
