url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,104,45
/Suncuss/BirdNET-PiPy/issues,41,8
/Suncuss/BirdNET-PiPy/issues/61,18,5
/Suncuss/BirdNET-PiPy/discussions,14,7
/Suncuss/BirdNET-PiPy/discussions/62,11,3
/Suncuss/BirdNET-PiPy/graphs/traffic,10,1
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,9,7
/Suncuss/BirdNET-PiPy/issues/63,8,2
/Suncuss/BirdNET-PiPy/pulse,7,1
/Suncuss/BirdNET-PiPy/commits/main,6,3
