url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,149,51
/Suncuss/BirdNET-PiPy/issues,103,15
/Suncuss/BirdNET-PiPy/issues/33,37,7
/Suncuss/BirdNET-PiPy/discussions,37,6
/Suncuss/BirdNET-PiPy/pulls,25,2
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,22,14
/Suncuss/BirdNET-PiPy/discussions/categories/q-a,19,2
/Suncuss/BirdNET-PiPy/blob/main/deployment/README.md,15,7
/Suncuss/BirdNET-PiPy/discussions/categories/ideas,12,3
/Suncuss/BirdNET-PiPy/issues/32,12,3
