url_path,views_total,views_unique
/Suncuss/BirdNET-PiPy,65,34
/Suncuss/BirdNET-PiPy/issues,16,10
/Suncuss/BirdNET-PiPy/blob/main/docs/INSTALLATION.md,10,8
/Suncuss/BirdNET-PiPy/discussions,9,4
/Suncuss/BirdNET-PiPy/issues/46,7,4
/Suncuss/BirdNET-PiPy/issues/56,6,2
/Suncuss/BirdNET-PiPy/blob/main/deployment/README.md,5,4
/Suncuss/BirdNET-PiPy/pulls,4,3
/Suncuss/BirdNET-PiPy/graphs/traffic,4,1
/Suncuss/BirdNET-PiPy/pulse,4,1
